epoch,accuracy,loss,val_accuracy,val_loss
0,0.9424063563346863,0.17716604471206665,0.9654466509819031,0.06932201236486435
1,0.9673956632614136,0.06678298115730286,0.9669086933135986,0.06381704658269882
2,0.9691258072853088,0.0615808479487896,0.9671524167060852,0.0628371387720108
3,0.970271110534668,0.058849792927503586,0.9666163325309753,0.06239170953631401
4,0.9721108675003052,0.056389134377241135,0.9665675759315491,0.06248364597558975
5,0.9729272127151489,0.0548119880259037,0.966421365737915,0.06264852732419968
6,0.9739993810653687,0.053554825484752655,0.9667137861251831,0.06295128166675568
7,0.974632978439331,0.0522514171898365,0.9663726091384888,0.06352873146533966
8,0.974888801574707,0.0512457937002182,0.9654954075813293,0.0637541189789772
9,0.9766920208930969,0.04945220425724983,0.9659827351570129,0.0639946460723877
10,0.9775205850601196,0.048022229224443436,0.9667137861251831,0.0647394061088562
11,0.977959156036377,0.047368861734867096,0.9676397442817688,0.06597127765417099
12,0.9788851737976074,0.04610195755958557,0.9669574499130249,0.06515943259000778
13,0.9797502160072327,0.04459071531891823,0.9667624831199646,0.06589707732200623
14,0.9807249307632446,0.04337185621261597,0.9654954075813293,0.06686077266931534
15,0.9808102250099182,0.04253643751144409,0.9656903147697449,0.06693477183580399
16,0.9814925193786621,0.041594427078962326,0.9656903147697449,0.06737398356199265
17,0.9823088645935059,0.04032542556524277,0.966128945350647,0.06770693510770798
18,0.9831495881080627,0.039273492991924286,0.9661777019500732,0.06830728054046631
19,0.983868420124054,0.0384187251329422,0.9665675759315491,0.06970950961112976
20,0.9840999245643616,0.037539221346378326,0.9661777019500732,0.06962212175130844
21,0.9843923449516296,0.03692222759127617,0.9658852815628052,0.07068463414907455
22,0.9852695465087891,0.03614288195967674,0.9658852815628052,0.07170972228050232
23,0.9852330088615417,0.03539472818374634,0.9655441045761108,0.0718897134065628
24,0.9857690930366516,0.03450635075569153,0.965300440788269,0.07266358286142349
25,0.9865366816520691,0.03379274159669876,0.9654954075813293,0.07366742938756943
26,0.9866463541984558,0.0331571027636528,0.9657390713691711,0.07402998954057693
27,0.9865975975990295,0.032299015671014786,0.9643257260322571,0.07466456294059753
28,0.9871337413787842,0.0317741222679615,0.966128945350647,0.07498475164175034
29,0.9875357747077942,0.031225185841321945,0.9651055335998535,0.07619861513376236
30,0.9879134893417358,0.030604124069213867,0.9658852815628052,0.07665714621543884
31,0.9880475401878357,0.029802948236465454,0.9650567770004272,0.07762584835290909
32,0.9884617924690247,0.02895437367260456,0.966128945350647,0.0775676816701889
33,0.9889247417449951,0.028639880940318108,0.9658365249633789,0.07858995348215103
34,0.9888029098510742,0.028322041034698486,0.9657390713691711,0.08029981702566147
35,0.9889004230499268,0.02794051542878151,0.9653978943824768,0.08072125911712646
36,0.9894486665725708,0.02679409086704254,0.9657390713691711,0.08112749457359314
37,0.9899482131004333,0.026742789894342422,0.964033305644989,0.08170298486948013
38,0.9897289276123047,0.026468418538570404,0.9655441045761108,0.08239921927452087
39,0.9903380870819092,0.0256748478859663,0.9653491973876953,0.08271830528974533
40,0.9902527928352356,0.02537226863205433,0.9658365249633789,0.08379270881414413
41,0.9904112219810486,0.025199230760335922,0.9639846086502075,0.08366335928440094
42,0.9907036423683167,0.024463191628456116,0.9643257260322571,0.08485366404056549
43,0.9905330538749695,0.02434426359832287,0.9655441045761108,0.08604515343904495
44,0.9907645583152771,0.023875538259744644,0.9654466509819031,0.08594782650470734
45,0.9909838438034058,0.023569852113723755,0.965008020401001,0.08636026084423065
46,0.9916174411773682,0.02250167541205883,0.9647156000137329,0.08727192133665085
47,0.9913371801376343,0.022733347490429878,0.9650567770004272,0.08778397738933563
48,0.9916905164718628,0.02256816066801548,0.9648618102073669,0.08817362040281296
49,0.9912397265434265,0.022420432418584824,0.965154230594635,0.08890090137720108
50,0.9914103150367737,0.022191796451807022,0.9654466509819031,0.08930367231369019
51,0.9917027354240417,0.021631015464663506,0.9637896418571472,0.09019932895898819
52,0.9914956092834473,0.022011924535036087,0.9651055335998535,0.0900290310382843
53,0.9921656847000122,0.021141642704606056,0.9633997678756714,0.0907246321439743
54,0.9916418194770813,0.02091832645237446,0.964033305644989,0.09107516705989838
55,0.9919829368591309,0.020983174443244934,0.9649105668067932,0.09197328984737396
56,0.9921047687530518,0.020558921620249748,0.9653491973876953,0.09256923198699951
57,0.9922144412994385,0.020251121371984482,0.9645206928253174,0.09315308183431625
58,0.9927017688751221,0.019662797451019287,0.9648618102073669,0.09332248568534851
59,0.9926043152809143,0.019696813076734543,0.9634972214698792,0.09395872801542282
60,0.9926043152809143,0.01985941454768181,0.9646181464195251,0.09461236745119095
61,0.9923606514930725,0.01939481869339943,0.9646669030189514,0.09483197331428528
62,0.9925068616867065,0.019287174567580223,0.9645694494247437,0.09524939954280853
63,0.9927749037742615,0.019113805145025253,0.9643257260322571,0.09586648643016815
64,0.9930307865142822,0.01843547448515892,0.9644232392311096,0.09612765908241272
65,0.9925921559333801,0.01864250935614109,0.9632048606872559,0.09636463969945908
66,0.9929576516151428,0.01830713078379631,0.9651055335998535,0.0969364196062088
67,0.9929941892623901,0.018282340839505196,0.965154230594635,0.09751471132040024
68,0.9926286935806274,0.018578095361590385,0.9647156000137329,0.09769253432750702
69,0.9929332733154297,0.018020037561655045,0.9628149271011353,0.09885205328464508
70,0.9927505254745483,0.0181353110820055,0.9645694494247437,0.09796710312366486
71,0.9928967356681824,0.017708739265799522,0.9633997678756714,0.09875451773405075
72,0.9933475255966187,0.017046190798282623,0.9651055335998535,0.0994698703289032
73,0.9931038618087769,0.017241690307855606,0.9655441045761108,0.10059873014688492
74,0.9931526184082031,0.0171589944511652,0.9651055335998535,0.10004677623510361
75,0.9934450387954712,0.016989657655358315,0.9656903147697449,0.10066193342208862
76,0.9932135343551636,0.017003240063786507,0.9632048606872559,0.10093329846858978
77,0.9929211139678955,0.017342258244752884,0.9654954075813293,0.10100582987070084
78,0.9935790300369263,0.016921861097216606,0.9636434316635132,0.10184387117624283
79,0.9933719038963318,0.01656835526227951,0.9633997678756714,0.10213285684585571
