epoch,accuracy,loss,val_accuracy,val_loss
0,0.9421870112419128,0.17700457572937012,0.9650567770004272,0.06995692849159241
1,0.9673835039138794,0.067099928855896,0.966128945350647,0.06417599320411682
2,0.969856858253479,0.061747584491968155,0.966275155544281,0.0626172423362732
3,0.9709168672561646,0.05879079923033714,0.9661777019500732,0.06256698071956635
4,0.9718793630599976,0.0568290613591671,0.9665188193321228,0.06303038448095322
5,0.9727687835693359,0.054846737533807755,0.9667624831199646,0.06274177134037018
6,0.973926305770874,0.05287253484129906,0.966275155544281,0.06336383521556854
7,0.9748157262802124,0.05200634151697159,0.966128945350647,0.06368446350097656
8,0.975193440914154,0.05084134265780449,0.9667137861251831,0.06426921486854553
9,0.9766798615455627,0.04885869100689888,0.9660314917564392,0.06441555917263031
10,0.9770210385322571,0.04790861904621124,0.967396080493927,0.06468631327152252
11,0.9779713749885559,0.047235142439603806,0.9659340381622314,0.06514077633619308
12,0.978812038898468,0.045985013246536255,0.9662263989448547,0.06577757745981216
13,0.9796893000602722,0.044710204005241394,0.9662263989448547,0.06612299382686615
14,0.9807005524635315,0.04359893128275871,0.9665675759315491,0.06648028641939163
15,0.980505645275116,0.043200209736824036,0.9667137861251831,0.06702349334955215
16,0.9817118644714355,0.04152797535061836,0.966275155544281,0.0677550882101059
17,0.9826500415802002,0.04023859649896622,0.9666163325309753,0.06801234185695648
18,0.9828693270683289,0.039691269397735596,0.9658365249633789,0.06869124621152878
19,0.9834785461425781,0.038886867463588715,0.966421365737915,0.06915584206581116
20,0.9842095375061035,0.037384871393442154,0.966421365737915,0.07083606719970703
21,0.9844045042991638,0.03705068677663803,0.9652029871940613,0.07135754078626633
22,0.984721302986145,0.03625315800309181,0.9661777019500732,0.07132954895496368
23,0.9856228828430176,0.03523869067430496,0.9662263989448547,0.07183530181646347
24,0.985988438129425,0.0345371849834919,0.9665188193321228,0.07315166294574738
25,0.9866098165512085,0.03359486907720566,0.9659340381622314,0.07341320812702179
26,0.9869266152381897,0.032937321811914444,0.9666650295257568,0.07387247681617737
27,0.987365186214447,0.03190506622195244,0.9659827351570129,0.07473360747098923
28,0.987377405166626,0.03191857039928436,0.9656416177749634,0.07529626041650772
29,0.9877185225486755,0.03087887354195118,0.965300440788269,0.07646217197179794
30,0.9877307415008545,0.030287958681583405,0.9653978943824768,0.0770106241106987
31,0.9880353212356567,0.029916556552052498,0.9652029871940613,0.07786082476377487
32,0.988632321357727,0.029080752283334732,0.9642282724380493,0.07874558866024017
33,0.9888638257980347,0.028578314930200577,0.9661777019500732,0.07957255840301514
34,0.9886080026626587,0.028374599292874336,0.9660801887512207,0.07958806306123734
35,0.9894730448722839,0.02790977619588375,0.9657878279685974,0.08043815195560455
36,0.9901188015937805,0.02735782600939274,0.9643257260322571,0.08069032430648804
37,0.9894486665725708,0.026934584602713585,0.9647156000137329,0.08148420602083206
38,0.9900700449943542,0.026444585993885994,0.9651055335998535,0.08211354911327362
39,0.989753246307373,0.02615145780146122,0.9651055335998535,0.08278064429759979
40,0.990179717540741,0.025309018790721893,0.9654954075813293,0.08330006152391434
41,0.9905208945274353,0.024726955220103264,0.9657390713691711,0.08376728743314743
42,0.9902406334877014,0.02515159174799919,0.966421365737915,0.0845106914639473
43,0.9903868436813354,0.024280818179249763,0.965008020401001,0.08533579111099243
44,0.9909594655036926,0.023718304932117462,0.9649105668067932,0.08610103279352188
45,0.9911422729492188,0.023493103682994843,0.9658365249633789,0.08670857548713684
46,0.9909229278564453,0.023543884977698326,0.9658365249633789,0.08728543668985367
47,0.9911544322967529,0.02271665818989277,0.965008020401001,0.08745018392801285
48,0.9914590120315552,0.022805461660027504,0.9642282724380493,0.08811409771442413
49,0.9915808439254761,0.02252749353647232,0.9649593234062195,0.08852791041135788
50,0.9915443062782288,0.02223523147404194,0.966128945350647,0.08907896280288696
51,0.9916418194770813,0.022158650681376457,0.9654954075813293,0.08973439037799835
52,0.99186110496521,0.021526068449020386,0.9653491973876953,0.09050165861845016
53,0.9918001890182495,0.021458694711327553,0.9655928611755371,0.09062452614307404
54,0.9919951558113098,0.021539811044931412,0.9658365249633789,0.09073498845100403
55,0.9918976426124573,0.02119619771838188,0.9660801887512207,0.09107866883277893
56,0.9921779036521912,0.020420927554368973,0.9658852815628052,0.09151805192232132
57,0.992153525352478,0.020356081426143646,0.9652029871940613,0.09182215481996536
58,0.9923728108406067,0.019818641245365143,0.9658365249633789,0.09329260885715485
59,0.9920438528060913,0.020231546834111214,0.9653491973876953,0.09372638165950775
60,0.9924824833869934,0.019457688555121422,0.9662263989448547,0.09377048909664154
61,0.9927017688751221,0.019423186779022217,0.9658852815628052,0.09479799121618271
62,0.992421567440033,0.019397880882024765,0.9656416177749634,0.09494860470294952
63,0.992713987827301,0.01907597854733467,0.9652517437934875,0.09569123387336731
64,0.9923606514930725,0.01919504441320896,0.9642770290374756,0.09562920033931732
65,0.9926165342330933,0.01868204027414322,0.9651055335998535,0.09618210792541504
66,0.9932135343551636,0.018295101821422577,0.9654954075813293,0.09675668925046921
67,0.9930794835090637,0.01814824715256691,0.9642770290374756,0.09756021946668625
68,0.9928601980209351,0.018318939954042435,0.9647643566131592,0.09781643748283386
69,0.9926408529281616,0.018568573519587517,0.9646669030189514,0.09802268445491791
70,0.9927870631217957,0.018227430060505867,0.9658365249633789,0.09898290038108826
71,0.9933353662490845,0.017455490306019783,0.9642770290374756,0.09938453882932663
72,0.9930185675621033,0.017960714176297188,0.9643257260322571,0.09878529608249664
73,0.9929454922676086,0.017744623124599457,0.9657390713691711,0.09987737983465195
74,0.993274450302124,0.017400236800312996,0.9655441045761108,0.10027547925710678
75,0.9927261471748352,0.01811642199754715,0.9660314917564392,0.10103263705968857
76,0.9931526184082031,0.017004594206809998,0.965300440788269,0.10087384283542633
77,0.9932256937026978,0.01709442213177681,0.9635459780693054,0.10197309404611588
78,0.9931891560554504,0.017094969749450684,0.9653491973876953,0.10204669088125229
79,0.9936521649360657,0.0167623832821846,0.9654466509819031,0.10200662910938263
