epoch,accuracy,loss,val_accuracy,val_loss
0,0.9445750713348389,0.17117895185947418,0.9654954075813293,0.06808584183454514
1,0.9673469662666321,0.06690780073404312,0.9665675759315491,0.06240342929959297
2,0.9696618914604187,0.06102960556745529,0.9676397442817688,0.062437452375888824
3,0.9707949757575989,0.059367962181568146,0.9658852815628052,0.06137451156973839
4,0.971940279006958,0.05689661204814911,0.9667624831199646,0.061393335461616516
5,0.9731464982032776,0.05529613792896271,0.9666163325309753,0.06126970797777176
6,0.9744380116462708,0.05321841314435005,0.9667624831199646,0.06144125759601593
7,0.9749619364738464,0.052354469895362854,0.9661777019500732,0.062418971210718155
8,0.976009726524353,0.05096457526087761,0.9665675759315491,0.06250292807817459
9,0.9765945672988892,0.04936624690890312,0.9659827351570129,0.06312619894742966
10,0.9773621559143066,0.04827021062374115,0.9665675759315491,0.06423486024141312
11,0.978665828704834,0.04724034667015076,0.9663726091384888,0.06317228823900223
12,0.9792019724845886,0.045946571975946426,0.9661777019500732,0.06377773731946945
13,0.9797502160072327,0.04485362768173218,0.9655928611755371,0.06487041711807251
14,0.9805178046226501,0.043424561619758606,0.9668599963188171,0.06467068195343018
15,0.981468141078949,0.04282110929489136,0.9663239121437073,0.06584006547927856
16,0.9815412759780884,0.04161916673183441,0.9659340381622314,0.06619155406951904
17,0.9825525283813477,0.040805745869874954,0.9665188193321228,0.06691817939281464
18,0.9830155372619629,0.03991721197962761,0.9656416177749634,0.06712286174297333
19,0.9834663271903992,0.03887220844626427,0.9656903147697449,0.06798960268497467
20,0.9841243028640747,0.03773283585906029,0.966128945350647,0.06872737407684326
21,0.9843923449516296,0.03678959980607033,0.966275155544281,0.06922843307256699
22,0.9847943782806396,0.03597094863653183,0.9651055335998535,0.07057836651802063
23,0.9860858917236328,0.03553629294037819,0.9657878279685974,0.07041585445404053
24,0.9860128164291382,0.0348278246819973,0.9650567770004272,0.071265809237957
25,0.9867681860923767,0.03387068584561348,0.9657390713691711,0.07165530323982239
26,0.9864392280578613,0.03361502289772034,0.9653491973876953,0.07232785224914551
27,0.9868778586387634,0.03253666311502457,0.9647643566131592,0.07360012084245682
28,0.9871215224266052,0.031923409551382065,0.9660801887512207,0.07343827933073044
29,0.9872799515724182,0.03159840777516365,0.9653491973876953,0.07376815378665924
30,0.9882546663284302,0.03048998862504959,0.9652517437934875,0.07527089864015579
31,0.9876576066017151,0.030133776366710663,0.9649593234062195,0.07589787989854813
32,0.9884251952171326,0.029234061017632484,0.9652029871940613,0.07595836371183395
33,0.9889856576919556,0.028570223599672318,0.965300440788269,0.0764571949839592
34,0.9893024563789368,0.02838720567524433,0.9651055335998535,0.07738769054412842
35,0.9891075491905212,0.02783248946070671,0.9654954075813293,0.07779562473297119
36,0.9893633723258972,0.027378132566809654,0.9651055335998535,0.07840614020824432
37,0.9897410869598389,0.026844505220651627,0.9653978943824768,0.07943874597549438
38,0.9898994565010071,0.026339717209339142,0.9655441045761108,0.07936756312847137
39,0.9899725914001465,0.02633555792272091,0.9652029871940613,0.08068650215864182
40,0.9902284741401672,0.025451216846704483,0.9657878279685974,0.08090110123157501
41,0.9902771711349487,0.025295812636613846,0.9652517437934875,0.08176275342702866
42,0.990313708782196,0.02511381171643734,0.9653491973876953,0.08238375186920166
43,0.9908254742622375,0.024574078619480133,0.9658365249633789,0.0830717384815216
44,0.9910813570022583,0.023579442873597145,0.9654954075813293,0.08360303193330765
45,0.9909229278564453,0.023768384009599686,0.9654466509819031,0.08392582088708878
46,0.9909960627555847,0.023687157779932022,0.9655441045761108,0.08463731408119202
47,0.9914224743843079,0.022909758612513542,0.9649105668067932,0.08479057252407074
